"pmid";"value"
33082575;"Journal Article"
33081817;"Journal Article"
33136431;"Journal Article"
33096190;"Letter"
33068703;"Journal Article"
33083044;"Editorial"
33109270;"Journal Article"
33126277;"Journal Article"
33156958;"Journal Article"
33155288;"Journal Article"
33130830;"Journal Article"
33136263;"Journal Article"
33129635;"Journal Article"
33168526;"Journal Article"
33167752;"Journal Article"
33110566;"Journal Article"
33122929;"Journal Article"
33103717;"Journal Article"
33089297;"Journal Article"
33083402;"Journal Article"
33065278;"Journal Article"
33102262;"Journal Article"
33169088;"Journal Article"
33063603;"Published Erratum"
33078227;"Journal Article"
33064675;"Editorial"
33108313;"Journal Article"
33173653;"Journal Article"
33132062;"Letter"
33167013;"Journal Article"
33134036;"Journal Article"
33160972;"Editorial"
33073258;"Journal Article"
33169599;"Journal Article"
33052968;"Journal Article"
33173752;"Journal Article"
33165936;"Journal Article"
33133916;"Journal Article"
33162634;"Journal Article"
33159524;"Journal Article"
33150146;"Journal Article"
33151311;"Journal Article"
33099058;"Letter"
33176367;"Journal Article"
33056957;"Journal Article"
33063151;"Journal Article"
33092041;"Journal Article"
33090434;"Journal Article"
33100650;"Journal Article"
33055313;"Journal Article"
33080339;"Journal Article"
33087197;"Journal Article"
33110740;"Journal Article"
33086023;"Journal Article"
33068425;"Journal Article"
33095922;"Letter"
33108255;"Comparative Study"
33071894;"Journal Article"
33057375;"Journal Article"
33052531;"Journal Article"
33132542;"Journal Article"
33101790;"Case Reports"
33148952;"Journal Article"
33052299;"Journal Article"
33100476;"Journal Article"
33083572;"Journal Article"
33116979;"Journal Article"
33128245;"Journal Article"
33136081;"Journal Article"
33163949;"Journal Article"
33066343;"Editorial"
33089041;"Journal Article"
33110551;"Journal Article"
33063542;"Journal Article"
33078864;"Letter"
33125934;"Letter"
33077266;"Journal Article"
33153974;"Journal Article"
33174962;"Case Reports"
33072634;"Journal Article"
33080475;"Journal Article"
33078032;"Journal Article"
33100642;"Journal Article"
33129340;"Journal Article"
33071647;"Journal Article"
33143935;"Journal Article"
33126305;"Journal Article"
33049924;"Case Reports"
33161025;"Journal Article"
33144091;"Letter"
33145080;"Journal Article"
33162776;"Journal Article"
33098222;"Journal Article"
33134384;"Journal Article"
33058425;"Journal Article"
33078024;"Case Reports"
33068785;"Letter"
33108612;"Journal Article"
33107685;"Journal Article"
33058220;"Journal Article"
33128856;"Journal Article"
33129373;"Journal Article"
33058796;"Journal Article"
33108970;"Journal Article"
33154277;"Journal Article"
33070766;"Journal Article"
33119056;"Journal Article"
33089208;"Journal Article"
33118506;"Journal Article"
33163571;"Case Reports"
33116037;"Journal Article"
33154693;"Journal Article"
33063233;"Journal Article"
33062798;"Journal Article"
33131429;"Journal Article"
33076929;"Letter"
33150961;"Journal Article"
33111779;"Journal Article"
33055081;"Journal Article"
33060186;"Journal Article"
33119088;"Journal Article"
33061392;"Journal Article"
33128197;"Journal Article"
33100599;"Journal Article"
33082154;"Journal Article"
33159196;"Journal Article"
33063617;"Journal Article"
33169430;"Journal Article"
33053578;"Journal Article"
33169061;"Journal Article"
33050924;"Clinical Trial, Phase III"
33063540;"Journal Article"
33146561;"Journal Article"
33123207;"Journal Article"
33051632;"Journal Article"
33170391;"Journal Article"
33128859;"Journal Article"
33096742;"Journal Article"
33114587;"Journal Article"
33101211;"Journal Article"
33098784;"Editorial"
33153619;"Journal Article"
33162725;"Journal Article"
33122298;"Journal Article"
33111334;"Letter"
33151337;"Journal Article"
33059564;"Journal Article"
33128349;"Letter"
33156904;"Journal Article"
33070542;"Journal Article"
33094245;"Journal Article"
33069443;"Journal Article"
33067187;"Journal Article"
33109513;"Journal Article"
33082630;"Journal Article"
33083934;"Journal Article"
33060516;"Journal Article"
33130550;"Journal Article"
33156298;"Journal Article"
33072701;"Journal Article"
33128667;"Journal Article"
33109252;"Clinical Trial Protocol"
33165897;"Editorial"
33072704;"Journal Article"
33071033;"Journal Article"
33169214;"Letter"
33130919;"Journal Article"
33121304;"Journal Article"
33059956;"Journal Article"
33066803;"Letter"
33117174;"Journal Article"
33095834;"Journal Article"
33153872;"Journal Article"
33078494;"Letter"
33060407;"Journal Article"
33101550;"Journal Article"
33168344;"Journal Article"
33078597;"Journal Article"
33139091;"Letter"
33069541;"Journal Article"
33105092;"Letter"
33155689;"Journal Article"
33154187;"Journal Article"
33057921;"Journal Article"
33109839;"Journal Article"
33148857;"Journal Article"
33150275;"Journal Article"
33095253;"Journal Article"
33138262;"Journal Article"
33132111;"Journal Article"
33125197;"Journal Article"
33128359;"Journal Article"
33059095;"Journal Article"
33100455;"Journal Article"
33102268;"Journal Article"
33081436;"Journal Article"
33120746;"Journal Article"
33150106;"Journal Article"
33050717;"Journal Article"
33175034;"Journal Article"
33089725;"Journal Article"
33098286;"Journal Article"
33149414;"Journal Article"
33147228;"Journal Article"
33163177;"Journal Article"
33143797;"Journal Article"
33143371;"Journal Article"
33169062;"Journal Article"
33132548;"Journal Article"
33130510;"Journal Article"
33077982;"Journal Article"
33146784;"Journal Article"
33161465;"Journal Article"
33066177;"Journal Article"
33161559;"Journal Article"
33094906;"Journal Article"
33150651;"Journal Article"
33103098;"Journal Article"
33122245;"Journal Article"
33081993;"Journal Article"
33137290;"Letter"
33064690;"Journal Article"
33069672;"Journal Article"
33119621;"Journal Article"
33116987;"Journal Article"
33073755;"Comparative Study"
33154514;"Journal Article"
33145477;"Journal Article"
33052817;"Journal Article"
33171852;"Journal Article"
33148778;"Journal Article"
33132628;"Journal Article"
33149319;"News"
33058704;"Journal Article"
33126782;"Journal Article"
33128784;"Letter"
33167117;"Journal Article"
33115772;"Editorial"
33072099;"Journal Article"
33139800;"Letter"
33154710;"Journal Article"
33158449;"Letter"
33102672;"Journal Article"
33053060;"Journal Article"
33052791;"Journal Article"
33104904;"Letter"
33160699;"Case Reports"
33107358;"Journal Article"
33069612;"Letter"
33102151;"Journal Article"
33067078;"English Abstract"
33107620;"Letter"
33074241;"Journal Article"
33175108;"Journal Article"
33107233;"Journal Article"
33116907;"Journal Article"
33070412;"Journal Article"
33085867;"Case Reports"
33072688;"Journal Article"
33140031;"News"
33152093;"Journal Article"
33125773;"Journal Article"
33070420;"Letter"
33066231;"Journal Article"
33118868;"Journal Article"
33096659;"Journal Article"
33154692;"Journal Article"
33085972;"Consensus Development Conference"
33075714;"Journal Article"
33139961;"English Abstract"
33125729;"Journal Article"
33058698;"Journal Article"
33167731;"Journal Article"
33146319;"Journal Article"
33143614;"Journal Article"
33121953;"Letter"
33097469;"Journal Article"
33160579;"Letter"
33110529;"Journal Article"
33172917;"Journal Article"
33119942;"Journal Article"
33111872;"Letter"
33133913;"Journal Article"
33071092;"Journal Article"
33084795;"Case Reports"
33162619;"Journal Article"
33109908;"Journal Article"
33165380;"Editorial"
33110938;"Journal Article"
33079850;"Journal Article"
33110114;"Journal Article"
33094237;"Journal Article"
33063030;"Journal Article"
33068195;"Journal Article"
33161606;"Journal Article"
33107607;"Journal Article"
33155935;"Journal Article"
33070043;"Journal Article"
33108569;"Journal Article"
33129224;"Letter"
33131375;"Letter"
33076586;"Journal Article"
33084352;"Editorial"
33084144;"Journal Article"
33085857;"Journal Article"
33117175;"Journal Article"
33125525;"Journal Article"
33120289;"Journal Article"
33108113;"Journal Article"
33138939;"Letter"
33165121;"Journal Article"
33107408;"Journal Article"
33107812;"Journal Article"
33127378;"Journal Article"
33062065;"Journal Article"
33106785;"Case Reports"
33059225;"Journal Article"
33114678;"Journal Article"
33138131;"Journal Article"
33058078;"Journal Article"
33110068;"Journal Article"
33059739;"Journal Article"
33064139;"Journal Article"
33052777;"Editorial"
33132942;"Journal Article"
33097997;"Journal Article"
33097523;"Journal Article"
33167445;"Journal Article"
33115724;"Journal Article"
33072189;"Journal Article"
33064639;"Journal Article"
33076812;"Journal Article"
33114600;"Journal Article"
33160030;"Journal Article"
33093097;"Journal Article"
33171651;"Journal Article"
33069310;"Letter"
33154979;"Systematic Review"
33150292;"Journal Article"
33111164;"Journal Article"
33072226;"Journal Article"
33081851;"Journal Article"
33105004;"Editorial"
33170884;"Journal Article"
33064566;"Journal Article"
33119841;"Journal Article"
33120626;"Journal Article"
33066882;"Journal Article"
33073072;"Journal Article"
33169270;"Journal Article"
33075857;"Journal Article"
33142123;"Journal Article"
33105757;"Journal Article"
33097352;"Journal Article"
33152684;"Journal Article"
33078827;"Journal Article"
33162686;"Journal Article"
33157300;"Journal Article"
33121387;"Journal Article"
33160659;"Journal Article"
33133042;"Journal Article"
33134953;"Journal Article"
33082849;"Journal Article"
33091414;"Journal Article"
33094446;"Journal Article"
33098713;"Journal Article"
33007475;"Journal Article"
33079980;"Journal Article"
33153445;"Journal Article"
33052305;"Journal Article"
33136068;"Journal Article"
33149633;"Journal Article"
33131151;"Journal Article"
33143729;"Journal Article"
33077014;"Journal Article"
33148244;"Journal Article"
33090440;"Journal Article"
33125714;"Letter"
33130512;"Letter"
33120327;"Journal Article"
33072033;"Journal Article"
33096026;"Journal Article"
33062056;"Journal Article"
33158548;"Journal Article"
33163666;"Journal Article"
33097604;"Journal Article"
33121072;"Journal Article"
33159201;"Journal Article"
33151705;"Journal Article"
33057039;"Journal Article"
33053759;"Journal Article"
33129478;"Journal Article"
33161815;"Journal Article"
33085907;"Journal Article"
33138867;"Clinical Trial Protocol"
33076880;"Journal Article"
33162614;"Journal Article"
33138652;"Journal Article"
33063242;"Journal Article"
33055152;"Letter"
33046438;"Editorial"
33143172;"Journal Article"
33063657;"Journal Article"
33130449;"Journal Article"
33127841;"Journal Article"
33094998;"Journal Article"
33142263;"Journal Article"
33090877;"Journal Article"
33065646;"Journal Article"
33122941;"Journal Article"
33150855;"Journal Article"
33071536;"Journal Article"
33122560;"Journal Article"
33119979;"English Abstract"
33146395;"Journal Article"
33169027;"News"
33105965;"Journal Article"
33072814;"Journal Article"
33103108;"Journal Article"
33057955;"Journal Article"
33160581;"Letter"
33104715;"Journal Article"
33105216;"Journal Article"
33074955;"Journal Article"
33155015;"Journal Article"
33132007;"Journal Article"
33173161;"Journal Article"
33162987;"Journal Article"
33141370;"Journal Article"
33051390;"Journal Article"
33176077;"Journal Article"
33101672;"Editorial"
33173252;"Journal Article"
33081421;"Journal Article"
33110388;"Journal Article"
33059811;"Journal Article"
33104209;"Journal Article"
33105208;"Journal Article"
33173591;"Journal Article"
33129484;"Editorial"
33095518;"Journal Article"
33084104;"Letter"
33089707;"Journal Article"
33139307;"Letter"
33142828;"Journal Article"
33098540;"Journal Article"
33093098;"Journal Article"
33104486;"Letter"
33072338;"Journal Article"
33154106;"Journal Article"
33051391;"Journal Article"
33105091;"Journal Article"
33119409;"Editorial"
33077836;"Journal Article"
33134226;"Journal Article"
33167738;"Journal Article"
33078091;"Journal Article"
33132539;"Journal Article"
33123391;"Case Reports"
33058800;"Journal Article"
33062588;"Journal Article"
33101694;"Journal Article"
33097130;"Letter"
33065410;"Letter"
33152573;"Journal Article"
33150851;"Journal Article"
33092995;"Journal Article"
33132537;"English Abstract"
33067619;"Letter"
33110287;"Journal Article"
33120818;"Journal Article"
33163655;"Journal Article"
33154684;"Journal Article"
33051217;"Journal Article"
33092586;"Journal Article"
33063455;"Journal Article"
33076794;"Journal Article"
33171068;"Journal Article"
33075138;"Journal Article"
33171570;"Journal Article"
33094719;"Editorial"
33094717;"Journal Article"
33052324;"Journal Article"
33150691;"Journal Article"
33159396;"Journal Article"
33137289;"Letter"
33172732;"Journal Article"
33098956;"Letter"
33081863;"Journal Article"
33087392;"Journal Article"
33163111;"Journal Article"
33134149;"Case Reports"
33053024;"Clinical Trial Protocol"
33096967;"Journal Article"
33087160;"Journal Article"
33062480;"Journal Article"
33117851;"Journal Article"
33142311;"Journal Article"
33155515;"Journal Article"
33057732;"Editorial"
33086028;"Journal Article"
33170801;"Journal Article"
33170415;"Editorial"
33059039;"Journal Article"
33057998;"Journal Article"
33162626;"Journal Article"
33164789;"Journal Article"
33052932;"Journal Article"
33075364;"Journal Article"
33054818;"Case Reports"
33148006;"Journal Article"
33144783;"Editorial"
33054453;"Journal Article"
33111325;"Letter"
33147219;"Journal Article"
33067384;"Journal Article"
33122706;"Journal Article"
33072707;"Journal Article"
33085120;"Journal Article"
33098645;"Journal Article"
33161824;"Journal Article"
33151781;"Journal Article"
33088107;"Case Reports"
33175166;"Journal Article"
33077006;"Journal Article"
33133308;"Journal Article"
33082646;"Journal Article"
33114136;"Journal Article"
33134191;"Editorial"
33169248;"Journal Article"
33103183;"Journal Article"
33108941;"Journal Article"
33100660;"Case Reports"
33079005;"Journal Article"
33136921;"Journal Article"
33121328;"Journal Article"
33138712;"Journal Article"
33120339;"Journal Article"
33063141;"Journal Article"
33061705;"Journal Article"
33174468;"Journal Article"
33169864;"Journal Article"
33066965;"Journal Article"
33115543;"Clinical Trial Protocol"
33051144;"Journal Article"
33139151;"Journal Article"
33051388;"Journal Article"
33120038;"Letter"
33126916;"Published Erratum"
33147131;"Journal Article"
33054907;"Journal Article"
33146238;"Letter"
